/* DATA DESCRIPTION:
Citation:	Hoppmann, Mario; Arndt, Stefanie; Asseng, Jölund; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2011 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889291
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	The measurements have been mainly conducted by the meteorologist (Jölund Asseng), Fabian Zahn and Markéta Pokerná, all of the overwintering team.
	Version 2, 2018-04-26.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.595664 * MEDIAN LONGITUDE: -7.768049 * SOUTH-BOUND LATITUDE: -70.616100 * WEST-BOUND LONGITUDE: -8.050700 * NORTH-BOUND LATITUDE: -70.575700 * EAST-BOUND LONGITUDE: -7.482200
	DATE/TIME START: 2011-06-06T12:00:00 * DATE/TIME END: 2012-01-17T00:00:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 ist was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Temperature, water [°C] (Temp) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	1515 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow surface, Digital thermom...)	t [°C] (Snow-ice interface, Digital t...)	Temp [°C] (Digital thermometer)	EsEs [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (West, Ruler stick)	Comment (general)
2011-10-30T00:00	-70.616100	-7.482200	ATKA24	-12.2	-12.2	-12.4	-8.2	-2.2	1.43	0.48	0.01	dark	1.37	0.37	0.05	small platelet ice	1.34	0.51	0.04	small platelet ice	1.33	0.35	0.00	small platelet ice	1.46	0.35	0.04	Platelet ice; dark	sunny; from ATKA11 onwards: windy
2011-11-18T00:00	-70.575700	-8.050700	ATKA03	-6.5	-6.6	-7.5	-4.7	-1.8	1.68	0.95	-0.14		1.79	0.90	-0.09		1.60	0.96	-0.12		1.70	0.95	-0.13		1.66	0.89	-0.09		
2011-11-18T00:00	-70.583700	-7.945700	ATKA07	-5.0	-4.4	-7.0	-6.2	-1.8	2.27	0.96	0.11		2.50	0.70	0.26		2.50	1.12	-0.08		2.05	1.16	-0.10		2.60	0.81	0.29		
2011-11-18T00:00	-70.592200	-7.826000	ATKA11	-5.3	-4.8	-7.8	-5.0	-1.8	1.57	1.07	-0.14		1.49	1.04	-0.19		1.50	1.11	-0.20		1.61	1.03	-0.14		1.64	0.92	-0.07		
2011-11-18T00:00	-70.600000	-7.701100	ATKA16	-6.6	-5.2	-6.5	-5.1	-1.9	1.80	0.73	0.00		1.82	0.85	-0.08		1.64	0.78	-0.08		1.61	0.77	-0.06		1.68	0.73	-0.01		
2011-11-18T00:00	-70.608100	-7.576900	ATKA21	-6.0	-5.8	-7.1	-5.1	-1.8	1.51	0.78	-0.05		1.45	0.73	-0.06		1.53	0.84	-0.11		1.53	0.95	-0.09		1.50	0.80	-0.09		
2011-11-18T00:00	-70.616100	-7.482200	ATKA24	-6.4	-6.8	-7.0	-5.9	-1.9	1.53	0.37	0.09	W brown	1.68	0.36	0.18	W brown	1.42	0.51	0.07	W brown	1.46	0.40	0.09	W brwon	1.56	0.11	0.15	W brown	
2011-12-11T00:00	-70.575700	-8.050700	ATKA03						1.65	1.06	-0.16		1.59	0.90	-0.11		1.65	1.03	-0.12		1.72	0.97	-0.16		1.71	0.99	-0.08		
2011-12-11T00:00	-70.583700	-7.945700	ATKA07						2.83	0.94	0.08		2.56	0.70	0.31		2.18	1.05	-0.13		1.99	1.14	-0.09		2.56	0.81	0.28		
2011-12-11T00:00	-70.592200	-7.826000	ATKA11						1.66	1.01	-0.11	Platelet ice	1.61	0.97	-0.16	Platelet ice	1.63	1.03	-0.16	Platelet ice	1.71	0.98	-0.12		1.60	1.02	-0.15	Platelet ice	
2011-12-11T00:00	-70.600000	-7.701100	ATKA16						1.69	0.86	-0.12	Platelet ice	1.94	0.87	-0.06		1.76	0.79	-0.05		1.64	0.82	-0.07		1.67	0.81	-0.08	Platelet ice	
2011-12-11T00:00	-70.608100	-7.576900	ATKA21						1.54	0.82	-0.09	Platelet ice	1.49	0.74	-0.07		1.62	0.74	-0.05		1.60	0.88	-0.09		1.51	0.79	-0.07		
2011-12-11T00:00	-70.616100	-7.482200	ATKA24						1.57	0.35	0.09		1.47	0.30	0.06		1.52	0.46	0.08		1.50	0.43	0.01		1.54	0.34	0.07		
2011-12-29T00:00	-70.575700	-8.050700	ATKA03	0.0	-0.3	-0.1	-2.3	-1.8	1.73	0.89	-0.16	big platelet ice	1.74	0.87	-0.13	big platelet ice	1.76	0.96	-0.17		1.82	0.96	-0.15	Platelet ice	1.65	0.90	-0.13	Platelet ice	one ice core per station
2011-12-29T00:00	-70.583700	-7.945700	ATKA07	-0.2	0.5	0.0	-3.0		1.42	0.88	0.07		3.10	0.77	0.24	layers	2.17	1.09	-0.15		1.90	1.09	-0.12		1.77	0.71	0.28		one ice core per station
2011-12-29T00:00	-70.592200	-7.826000	ATKA11	0.2	0.3	0.0	-2.5	-1.9	1.82	0.80	-0.05	Platelet ice	1.62	0.85	-0.16	Platelet ice	1.68	0.90	-0.15	Platelet ice	1.73	0.80	-0.12	Platelet ice	1.65	0.93	-0.16	some platelet ice	one ice core per station
2011-12-29T00:00	-70.600000	-7.701100	ATKA16	0.0	0.0	0.0	-3.4	-1.9	1.82	0.68	-0.06		1.82	0.80	-0.12	Platelet ice	1.89	0.82	-0.07	Platelet ice	1.70	0.80	-0.07	Platelet ice	1.71	0.73	-0.09	Platelet ice	one ice core per station
2011-12-29T00:00	-70.608100	-7.576900	ATKA21	0.1	0.1	0.0	-2.8	-1.9	1.66	0.70	-0.03		1.50	0.80	-0.10	Platelet ice	1.62	0.78	-0.06	Platelet ice	1.58	0.83	-0.13	Platelet ice	1.55	0.82	-0.08		one ice core per station
2011-12-29T00:00	-70.616100	-7.482200	ATKA24	0.1	-0.4	-0.3	-2.6	-1.9	1.59	0.33	0.06	Platelet ice brown	1.56	0.25	0.07	Platelet ice brown	1.54	0.40	0.08	Platelet ice brown	1.54	0.39	0.00	Platelet ice brown	1.58	0.31	0.05	Platelet ice brown	one ice core per station
2012-01-17T00:00	-70.575700	-8.050700	ATKA03	-0.7	0.2	0.0	-1.9		1.75	0.90	-0.17	Platelet ice / level: 83	1.65	0.88	-0.13	Platelet ice	1.68	0.92	-0.12	Platelet ice	1.44	0.95	-0.16	Platelet ice/ ice core	1.71	0.90	-0.14	Platelet ice	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
2012-01-17T00:00	-70.583700	-7.945700	ATKA07	-1.9	0.0	0.0	-1.9	-1.8	2.24	0.90	0.12	ice core	2.44	0.80	0.07	1.05, slush	2.16	1.00	-0.18		2.03	0.97	-0.04	1m slush	2.36	0.74	0.23	1.1m slush	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
2012-01-17T00:00	-70.592200	-7.826000	ATKA11	-0.3	-0.3	-0.1	-1.9	-1.7	1.79	0.87	-0.18	Platelet ice	1.63	0.83	-0.20	Platelet ice/ ice core	1.75	0.88	-0.15	Platelet ice/ level: 83	1.81	0.80	-0.11	Platelet ice	1.75	0.85	-0.14	Platelet ice/yellow snow	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
2012-01-17T00:00	-70.600000	-7.701100	ATKA16	-1.2	-0.4	0.0	-2.5	-1.8	1.81	0.68	-0.10	Platelet ice/ ice core	1.94	0.76	-0.05	Platelet ice	1.94	0.74	-0.08	Platelet ice	1.73	0.84	-0.09	Platelet ice	1.71	0.68	-0.08	Platelet ice	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
2012-01-17T00:00	-70.608100	-7.576900	ATKA21	-1.5	-1.3	0.0	-2.2	-1.8	1.63	0.80	-0.10	Platelet ice	1.53	0.80	-0.10	platelet ice, level: 95	1.62	0.80	-0.09	Platelet ice	1.60	0.90	-0.17	Platelet ice/ ice core	1.60	0.81	-0.09	Platelet ice	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
2012-01-17T00:00	-70.616100	-7.482200	ATKA24	-2.9	-1.8	-0.8	-1.8	-1.8	1.65	0.33	0.07	Platelet ice	1.55	0.33	0.10	Platelet ice	1.55	0.32	0.08	Platelet ice	1.52	0.37	0.01	Platelet ice/ ice core	1.51	0.27	0.05	Platelet ice/ W brown	At ATKA07 partially slush under solid ice. Weather: sunny and weak winds; in some circumstances radiation error in temperature measurements.
